date, pm25, pm10, o3, no2, so2, co,Date
2024-05-01,135, , , , , ,2024-05-01
2024-05-04,188,295,32,13,5,24,2024-05-04
2024-05-05,256,202,31,11,3,16,2024-05-05
2024-05-06,193,275,30,13,4,19,2024-05-06
2024-05-07,246,162,11,8,1,13,2024-05-07
2024-05-08,163,139,21,7,1,11,2024-05-08
2024-05-09,148,135,27,7,2,12,2024-05-09
2024-05-10,162,211,33,7,2,12,2024-05-10
2024-05-11,138,124,36,9,3,14,2024-05-11
2024-05-12,168,181,34,10,4,18,2024-05-12
2024-05-13,174,191,32,11,5,18,2024-05-13
2024-05-14,210,222,38,12,6,22,2024-05-14
2024-05-15,221,187,36,11,4,21,2024-05-15
2024-05-16,183,170,32,11,3,20,2024-05-16
2024-05-17,166,189,28,10,4,19,2024-05-17
2024-05-18,184,165,29,9,5,15,2024-05-18
2024-05-19,172,172,22,9,4,16,2024-05-19
2024-05-20,156,185,31,9,4,17,2024-05-20
2024-05-21,167,138,23,7,2,16,2024-05-21
2024-05-22,159,112,12,6,1,16,2024-05-22
2024-05-23,141,105,16,6,1,17,2024-05-23
2024-05-24,137,127,18,7,2,17,2024-05-24
2024-05-25,150,128,18,9,4,19,2024-05-25
2024-05-26,142,167, ,10,3,23,2024-05-26
2024-05-27,169,202, ,12,5,27,2024-05-27
2024-05-28,180,200,9,9,2,19,2024-05-28
2024-05-29,149,137,9,8,2,18,2024-05-29
2024-05-30,132,145,9,8,2,21,2024-05-30
2024-05-31,135,221,5,9,2,22,2024-05-31
2023-05-01,129,74,7,8,1,13,2023-05-01
2023-05-02,127,75,11,9,1,3,2023-05-02
2023-05-03,138,88,30,12,1,7,2023-05-03
2023-05-04,165,146,23,18,2,18,2023-05-04
2023-05-05,181,169,13,18,3,16,2023-05-05
2023-05-06,196,148,27,15,3,14,2023-05-06
2023-05-07,163,111,16,14,2,15,2023-05-07
2023-05-08,136,170,29,17,3,17,2023-05-08
2023-05-09,191,137,35,18,4,15,2023-05-09
2023-05-10,167,258,37,24,5,20,2023-05-10
2023-05-11,243,219,36,25,3,18,2023-05-11
2023-05-12,175,214,39,26,4,20,2023-05-12
2023-05-13,182,213,35,19,3,18,2023-05-13
2023-05-14,181,133,29,13,3,14,2023-05-14
2023-05-15,111,496,20,11,2,12,2023-05-15
2023-05-16,188,280,22,16,4,13,2023-05-16
2023-05-17,180,96,24,10,2,12,2023-05-17
2023-05-18,110,112,29,13,3,13,2023-05-18
2023-05-19,145,143,30,17,3,17,2023-05-19
2023-05-20,148,226,36,21,3,18,2023-05-20
2023-05-21,165,180,20,13,3,3,2023-05-21
2023-05-22,145,241,18,11,4,6,2023-05-22
2023-05-23,130,125,8,7,2,8,2023-05-23
2023-05-24,89,95,19,8,2,6,2023-05-24
2023-05-25,74,53,16,12,2,11,2023-05-25
2023-05-26,94,83,12,10,1,7,2023-05-26
2023-05-27,86,126,8,12,2,9,2023-05-27
2023-05-28,157,121,6,9,2,9,2023-05-28
2023-05-29,110,78,20,8,2,9,2023-05-29
2023-05-30,126,65,6,7,1,9,2023-05-30
2023-05-31,115,94,5,13,1,7,2023-05-31
2022-05-01,175,143,24,10,3,42,2022-05-01
2022-05-02,159,191,19,8,3,9,2022-05-02
2022-05-03,170,112,14,9,2,8,2022-05-03
2022-05-04,150,96,29,16,3,10,2022-05-04
2022-05-05,149,162,27,19,3,7,2022-05-05
2022-05-06,189,130,31,22,3,10,2022-05-06
2022-05-07,167,122,31,13,3,4,2022-05-07
2022-05-08,166,99,19,9,2,8,2022-05-08
2022-05-09,155,103,13,9,2,4,2022-05-09
2022-05-10,158,95,21,10,2,5,2022-05-10
2022-05-11,151,105,15,11,2,10,2022-05-11
2022-05-12,155,97,9,10,3,9,2022-05-12
2022-05-13,161,157,3,22,4,8,2022-05-13
2022-05-14,187,187,13,21,4,9,2022-05-14
2022-05-15,182,209,5,13,2,9,2022-05-15
2022-05-16,165,104,8,9,2,9,2022-05-16
2022-05-17,140,116,21,12,1,9,2022-05-17
2022-05-18,150,115,11,14,1,9,2022-05-18
2022-05-19,162,146,3,14,1,9,2022-05-19
2022-05-20,166,172,4,10,1,9,2022-05-20
2022-05-21,159,103,7,11,1,9,2022-05-21
2022-05-22,157,73,17,6,2,9,2022-05-22
2022-05-23,98,87,7,9,2,11,2022-05-23
2022-05-24,136,92,8,11,2,13,2022-05-24
2022-05-25,169,110,21,10,2,16,2022-05-25
2022-05-26,180,111,6,8,2,11,2022-05-26
2022-05-27,166,185,6,8,2,10,2022-05-27
2022-05-28,158,133,4,6,2,9,2022-05-28
2022-05-29,153,112,11,9,2,10,2022-05-29
2022-05-30,147,145,10,10,2,10,2022-05-30
2022-05-31,164,135,7,10,3,15,2022-05-31
2021-05-01,163,153,25,13,2,7,2021-05-01
2021-05-02,148,231,18,12,3,7,2021-05-02
2021-05-03,158,122,18,10,3,6,2021-05-03
2021-05-04,136,125,23,8,2,7,2021-05-04
2021-05-05,152,117,13,7,2,6,2021-05-05
2021-05-06,99,83,21,10,2,7,2021-05-06
2021-05-07,134,101,27,12,2,7,2021-05-07
2021-05-08,143,89,28,8,1,6,2021-05-08
2021-05-09,136,100,13,12,2, ,2021-05-09
2021-05-10,141,92,31,7,2, ,2021-05-10
2021-05-11,127,100,18,8,2,1,2021-05-11
2021-05-12,108,69, ,7,1,3,2021-05-12
2021-05-13,106,82,11,7,2,3,2021-05-13
2021-05-14,119,133,18,9,2,4,2021-05-14
2021-05-15,104,105,28,11,3,6,2021-05-15
2021-05-16,148,155,21,15,3,5,2021-05-16
2021-05-17,175,59,6,6,1,3,2021-05-17
2021-05-18,77,50,4,6,2,3,2021-05-18
2021-05-19,116,60,9,6,1,5,2021-05-19
2021-05-20,96,62,6,7,1,4,2021-05-20
2021-05-21,105,60,17,6,1,3,2021-05-21
2021-05-22,84,387,11,6,1,2,2021-05-22
2021-05-23,189,97,20,8,1,3,2021-05-23
2021-05-24,121,96,24,10,2,5,2021-05-24
2021-05-25,106,111,30,11,2,8,2021-05-25
2021-05-26,130,105,30,7,1,7,2021-05-26
2021-05-27,118, , , , , ,2021-05-27
2021-05-30,76,103,19,8,2,6,2021-05-30
2021-05-31,102,122,8,7,1,5,2021-05-31
2020-05-01,151,79,22,9,5,13,2020-05-01
2020-05-02,99,62,13,9,5,12,2020-05-02
2020-05-03,96,45,23,9,5,13,2020-05-03
2020-05-04,81,72,23,12,6,13,2020-05-04
2020-05-05,126,106,26,11,6,13,2020-05-05
2020-05-06,144,58,32,10,5,13,2020-05-06
2020-05-07,93,76,36,11,5,13,2020-05-07
2020-05-08,124,83,33,10,6,13,2020-05-08
2020-05-09,140,103,42,10,5,11,2020-05-09
2020-05-10,114,68,36,11,5,11,2020-05-10
2020-05-11,120,70,34,11,6,12,2020-05-11
2020-05-12,123,104,32,12,6,15,2020-05-12
2020-05-13,159,81,28,12,6,13,2020-05-13
2020-05-14,144,74,28,13,6,14,2020-05-14
2020-05-15,125,89,34,15,6,14,2020-05-15
2020-05-16,152,113,37,17,8,13,2020-05-16
2020-05-17,177,119,34,19,12,15,2020-05-17
2020-05-18,175,131,31,22,10,15,2020-05-18
2020-05-19,180,97,29,17,9,13,2020-05-19
2020-05-20,142,102,21,21,9,14,2020-05-20
2020-05-21,119,148,29,25,16,17,2020-05-21
2020-05-22,192,128,10,23,10,14,2020-05-22
2020-05-23,141,107,16,15,13,13,2020-05-23
2020-05-24,128,101,16,15,13,15,2020-05-24
2020-05-25,132,127,10,19,16,15,2020-05-25
2020-05-26,130,111,24,15,9,13,2020-05-26
2020-05-27,118,138,8,11,9,13,2020-05-27
2020-05-28,98,52,2,12,8,12,2020-05-28
2020-05-29,76,49,3,12,8,12,2020-05-29
2020-05-30,78,38,2,10,8,13,2020-05-30
2020-05-31,77,48,1,11,8,15,2020-05-31
2019-05-01,182,284,43,28,9,12,2019-05-01
2019-05-02,160,145,59,34,9,10,2019-05-02
2019-05-03,147,147,49,38,9,11,2019-05-03
2019-05-04,163,212,48,44,12,14,2019-05-04
2019-05-05,202,322,50,59,18,21,2019-05-05
2019-05-06,233,403,26,56,19,19,2019-05-06
2019-05-07,232,407,35,49,16,20,2019-05-07
2019-05-08,240,377,39,44,17,14,2019-05-08
2019-05-09,231,300,37,39,15,9,2019-05-09
2019-05-10,195,236,42,30,10,10,2019-05-10
2019-05-11,188,478,51,33,9,10,2019-05-11
2019-05-12,243,349,73,35,17,12,2019-05-12
2019-05-13,264,113,45,30,7,7,2019-05-13
2019-05-14,135,159,30,46,15,13,2019-05-14
2019-05-15,174,168,33,41,8,13,2019-05-15
2019-05-16,151,393,34,41,9,11,2019-05-16
2019-05-17,172,91,22,35,7,7,2019-05-17
2019-05-18,129,127,59,42,9,11,2019-05-18
2019-05-19,170,177,53,45,12,12,2019-05-19
2019-05-20,178,168,53,32,12,11,2019-05-20
2019-05-21,171,174,35,36,13,14,2019-05-21
2019-05-22,163,236,61,39,14,15,2019-05-22
2019-05-23,204,98,18,35,7,10,2019-05-23
2019-05-24,119,92,35,27,6,7,2019-05-24
2019-05-25,120,114,43,34,9,7,2019-05-25
2019-05-26,147,140,47,44,12,9,2019-05-26
2019-05-27,151,141,45,45,10,10,2019-05-27
2019-05-28,147,146,53,40,13,11,2019-05-28
2019-05-29,167,220,44,44,14,12,2019-05-29
2019-05-30,184,354,58,46,14,12,2019-05-30
2019-05-31,184,312,78,54,16,14,2019-05-31
2018-05-01,163,227,39,7,5,5,2018-05-01
2018-05-02,181,178,20,9,11,4,2018-05-02
2018-05-03,150,131,35,10,9,5,2018-05-03
2018-05-04,143,180,77,14,10,7,2018-05-04
2018-05-05,167,357,40,14,12,10,2018-05-05
2018-05-06,197,268,72,14,12,9,2018-05-06
2018-05-07,183,164,34,8,5,2,2018-05-07
2018-05-08,149,134,53,11,8,5,2018-05-08
2018-05-09,146,160,65,16,12,7,2018-05-09
2018-05-10,164,416,63,22,23,13,2018-05-10
2018-05-11,214,410,78,21,15,17,2018-05-11
2018-05-12,216,218,25,16,10,7,2018-05-12
2018-05-13,176,131,36,20,9,6,2018-05-13
2018-05-14,140,161,41,28,10,8,2018-05-14
2018-05-15,165,160,40,16,8,6,2018-05-15
2018-05-16,166,220,51,18,10,6,2018-05-16
2018-05-17,183,135,39,17,6,8,2018-05-17
2018-05-18,162,247,51,57,28,15,2018-05-18
2018-05-19,190,150,36,41,27,9,2018-05-19
2018-05-20,167,153,28,36,21,7,2018-05-20
2018-05-21,163,180,52,44,26,11,2018-05-21
2018-05-22,174,235,56,47,30,15,2018-05-22
2018-05-23,200,187,38,38,27,11,2018-05-23
2018-05-24,186,169,46,44,30,10,2018-05-24
2018-05-25,164,230,47,55,36,13,2018-05-25
2018-05-26,184,268,31,57,40,10,2018-05-26
2018-05-27,181,185,49,55,33,12,2018-05-27
2018-05-28,175,246,40,49,28,13,2018-05-28
2018-05-29,193,229,29,25,18,6,2018-05-29
2018-05-30,173,167,33,28,21,8,2018-05-30
2018-05-31,169,148,28,24,17,6,2018-05-31
2024-05-03, ,270,10,16,3,29,2024-05-03
2021-05-29, ,118,14,5,1,4,2021-05-29
